"sampleID","sample_date","sample_time","area","transect","plot","medium","depth","Year","DOY","parameter","result_value","unit","constituent","instrument","ddl","detection_FLAG"
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"ORP",-177,"MV","CHEM","Probe",-1000,"NONE"
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"temp",31.5,"C","CHEM","Probe",-10,"NONE"
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"DOC",23.44811599,"MG/L","C","TOC-L",0.1,"NONE"
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"TC",142.7261383,"MG/L","C","TOC-L",0.1,"NONE"
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"Cl",NA,"MG/L","ANION","IC",0.1,NA
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"SO4",NA,"MG/L","ANION","IC",0.1,NA
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"NH4",NA,"UG/L","NUTRIENT","NUTRIENT",0.091,NA
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"SRP",NA,"UG/L","NUTRIENT","NUTRIENT",0.019,NA
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"NO3",NA,"UG/L","NUTRIENT","NUTRIENT",0.15,NA
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"Fe_II",34.5,"MG/L","TE","Hach",0.03,"NONE"
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"Mn_OES",12.83271476,"MG/L","TE","ICP-OES",0.5,"NONE"
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"Fe_OES",39.05454536,"MG/L","TE","ICP-OES",0.5,"NONE"
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"P",0.62031015,"MG/L","TE","ICP-OES",0.5,"NONE"
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"Ca",196.557404,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"Mg",63.14439844,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"Si",15.35,"UG/L","TE","ICP-MS",30.7,"<"
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"DIC",119.27802231,"MG/L","C","TOC-L",0.1,"NONE"
"CoBRA2023-50",2023-07-11,12H 45M 0S,"WLD","young",3,"WI",30,2023,192,"CaMg",259.70180244,"MG/L","CATION","ICP-OES",0.5,"NONE"
"CoBRA2023-51",2023-07-11,12H 59M 0S,"WLD","young",3,"WI",50,2023,192,"pH",6.81,"UNITS","CHEM","Probe",-10,"NONE"
